"","Nível Territorial (Código)","Nível Territorial","Município (Código)","Município","Trimestre (Código)","Trimestre","Variável (Código)","Variável","Cor ou raça (Código)","Cor ou raça","Unidade de Medida (Código)","Unidade de Medida","Valor"
"204","6","Município","2927408","Salvador (BA)","201303","3º trimestre 2013","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",37.7
"205","6","Município","2927408","Salvador (BA)","201303","3º trimestre 2013","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",38.3
"206","6","Município","2927408","Salvador (BA)","201303","3º trimestre 2013","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.1
"207","6","Município","2927408","Salvador (BA)","201303","3º trimestre 2013","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.8
"208","6","Município","2927408","Salvador (BA)","201303","3º trimestre 2013","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.7
"209","6","Município","2927408","Salvador (BA)","201303","3º trimestre 2013","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.5
"210","6","Município","2927408","Salvador (BA)","201303","3º trimestre 2013","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",39.7
"211","6","Município","2927408","Salvador (BA)","201303","3º trimestre 2013","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",39.6
"212","6","Município","2927408","Salvador (BA)","201303","3º trimestre 2013","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",39.5
"213","6","Município","2927408","Salvador (BA)","201303","3º trimestre 2013","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",39.9
"214","6","Município","2927408","Salvador (BA)","201303","3º trimestre 2013","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1
"215","6","Município","2927408","Salvador (BA)","201303","3º trimestre 2013","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.8
"216","6","Município","2927408","Salvador (BA)","201303","3º trimestre 2013","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.6
"217","6","Município","2927408","Salvador (BA)","201303","3º trimestre 2013","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.4
"218","6","Município","2927408","Salvador (BA)","201303","3º trimestre 2013","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",38.7
"219","6","Município","2927408","Salvador (BA)","201303","3º trimestre 2013","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",37.7
"220","6","Município","2927408","Salvador (BA)","201303","3º trimestre 2013","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",38.6
"221","6","Município","2927408","Salvador (BA)","201303","3º trimestre 2013","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",39.1
"222","6","Município","2927408","Salvador (BA)","201303","3º trimestre 2013","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.1
"223","6","Município","2927408","Salvador (BA)","201303","3º trimestre 2013","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.7
"224","6","Município","2927408","Salvador (BA)","201303","3º trimestre 2013","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.9
"225","6","Município","2927408","Salvador (BA)","201303","3º trimestre 2013","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.6
"226","6","Município","2927408","Salvador (BA)","201304","4º trimestre 2013","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",39.1
"227","6","Município","2927408","Salvador (BA)","201304","4º trimestre 2013","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",39
"228","6","Município","2927408","Salvador (BA)","201304","4º trimestre 2013","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",39.3
"229","6","Município","2927408","Salvador (BA)","201304","4º trimestre 2013","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",38.9
"230","6","Município","2927408","Salvador (BA)","201304","4º trimestre 2013","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1
"231","6","Município","2927408","Salvador (BA)","201304","4º trimestre 2013","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",1.9
"232","6","Município","2927408","Salvador (BA)","201304","4º trimestre 2013","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.8
"233","6","Município","2927408","Salvador (BA)","201304","4º trimestre 2013","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.1
"234","6","Município","2927408","Salvador (BA)","201304","4º trimestre 2013","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",38
"235","6","Município","2927408","Salvador (BA)","201304","4º trimestre 2013","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",37.8
"236","6","Município","2927408","Salvador (BA)","201304","4º trimestre 2013","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",38.3
"237","6","Município","2927408","Salvador (BA)","201304","4º trimestre 2013","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",37.9
"238","6","Município","2927408","Salvador (BA)","201304","4º trimestre 2013","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.1
"239","6","Município","2927408","Salvador (BA)","201304","4º trimestre 2013","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.4
"240","6","Município","2927408","Salvador (BA)","201304","4º trimestre 2013","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",2.1
"241","6","Município","2927408","Salvador (BA)","201304","4º trimestre 2013","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.3
"242","6","Município","2927408","Salvador (BA)","201304","4º trimestre 2013","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",39.9
"243","6","Município","2927408","Salvador (BA)","201304","4º trimestre 2013","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",40
"244","6","Município","2927408","Salvador (BA)","201304","4º trimestre 2013","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",40.3
"245","6","Município","2927408","Salvador (BA)","201304","4º trimestre 2013","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",39.6
"246","6","Município","2927408","Salvador (BA)","201304","4º trimestre 2013","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1
"247","6","Município","2927408","Salvador (BA)","201304","4º trimestre 2013","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",1.8
"248","6","Município","2927408","Salvador (BA)","201304","4º trimestre 2013","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.9
"249","6","Município","2927408","Salvador (BA)","201304","4º trimestre 2013","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.1
"250","6","Município","2927408","Salvador (BA)","201304","4º trimestre 2013","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",38.8
"251","6","Município","2927408","Salvador (BA)","201304","4º trimestre 2013","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",38.7
"252","6","Município","2927408","Salvador (BA)","201304","4º trimestre 2013","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",39.3
"253","6","Município","2927408","Salvador (BA)","201304","4º trimestre 2013","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",38.5
"254","6","Município","2927408","Salvador (BA)","201304","4º trimestre 2013","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.1
"255","6","Município","2927408","Salvador (BA)","201304","4º trimestre 2013","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.1
"256","6","Município","2927408","Salvador (BA)","201304","4º trimestre 2013","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",2.2
"257","6","Município","2927408","Salvador (BA)","201304","4º trimestre 2013","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.3
"258","6","Município","2927408","Salvador (BA)","201401","1º trimestre 2014","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",40.6
"259","6","Município","2927408","Salvador (BA)","201401","1º trimestre 2014","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",40.8
"260","6","Município","2927408","Salvador (BA)","201401","1º trimestre 2014","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",41.1
"261","6","Município","2927408","Salvador (BA)","201401","1º trimestre 2014","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",40.3
"262","6","Município","2927408","Salvador (BA)","201401","1º trimestre 2014","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.3
"263","6","Município","2927408","Salvador (BA)","201401","1º trimestre 2014","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.2
"264","6","Município","2927408","Salvador (BA)","201401","1º trimestre 2014","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.7
"265","6","Município","2927408","Salvador (BA)","201401","1º trimestre 2014","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.6
"266","6","Município","2927408","Salvador (BA)","201401","1º trimestre 2014","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",38
"267","6","Município","2927408","Salvador (BA)","201401","1º trimestre 2014","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",38.7
"268","6","Município","2927408","Salvador (BA)","201401","1º trimestre 2014","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",38
"269","6","Município","2927408","Salvador (BA)","201401","1º trimestre 2014","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",37.7
"270","6","Município","2927408","Salvador (BA)","201401","1º trimestre 2014","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.9
"271","6","Município","2927408","Salvador (BA)","201401","1º trimestre 2014","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.9
"272","6","Município","2927408","Salvador (BA)","201401","1º trimestre 2014","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",2.5
"273","6","Município","2927408","Salvador (BA)","201401","1º trimestre 2014","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",2.4
"274","6","Município","2927408","Salvador (BA)","201401","1º trimestre 2014","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",41.4
"275","6","Município","2927408","Salvador (BA)","201401","1º trimestre 2014","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",41.6
"276","6","Município","2927408","Salvador (BA)","201401","1º trimestre 2014","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",42.1
"277","6","Município","2927408","Salvador (BA)","201401","1º trimestre 2014","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",41
"278","6","Município","2927408","Salvador (BA)","201401","1º trimestre 2014","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.3
"279","6","Município","2927408","Salvador (BA)","201401","1º trimestre 2014","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.1
"280","6","Município","2927408","Salvador (BA)","201401","1º trimestre 2014","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",2
"281","6","Município","2927408","Salvador (BA)","201401","1º trimestre 2014","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.5
"282","6","Município","2927408","Salvador (BA)","201401","1º trimestre 2014","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",38.8
"283","6","Município","2927408","Salvador (BA)","201401","1º trimestre 2014","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",39.4
"284","6","Município","2927408","Salvador (BA)","201401","1º trimestre 2014","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",38.9
"285","6","Município","2927408","Salvador (BA)","201401","1º trimestre 2014","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",38.5
"286","6","Município","2927408","Salvador (BA)","201401","1º trimestre 2014","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.8
"287","6","Município","2927408","Salvador (BA)","201401","1º trimestre 2014","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.8
"288","6","Município","2927408","Salvador (BA)","201401","1º trimestre 2014","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",2.7
"289","6","Município","2927408","Salvador (BA)","201401","1º trimestre 2014","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",2.3
"290","6","Município","2927408","Salvador (BA)","201402","2º trimestre 2014","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",39.7
"291","6","Município","2927408","Salvador (BA)","201402","2º trimestre 2014","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",39.2
"292","6","Município","2927408","Salvador (BA)","201402","2º trimestre 2014","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",40.1
"293","6","Município","2927408","Salvador (BA)","201402","2º trimestre 2014","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",39.6
"294","6","Município","2927408","Salvador (BA)","201402","2º trimestre 2014","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1
"295","6","Município","2927408","Salvador (BA)","201402","2º trimestre 2014","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",1.8
"296","6","Município","2927408","Salvador (BA)","201402","2º trimestre 2014","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.6
"297","6","Município","2927408","Salvador (BA)","201402","2º trimestre 2014","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.2
"298","6","Município","2927408","Salvador (BA)","201402","2º trimestre 2014","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",38.7
"299","6","Município","2927408","Salvador (BA)","201402","2º trimestre 2014","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",38.3
"300","6","Município","2927408","Salvador (BA)","201402","2º trimestre 2014","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",38.8
"301","6","Município","2927408","Salvador (BA)","201402","2º trimestre 2014","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",38.7
"302","6","Município","2927408","Salvador (BA)","201402","2º trimestre 2014","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.1
"303","6","Município","2927408","Salvador (BA)","201402","2º trimestre 2014","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",1.9
"304","6","Município","2927408","Salvador (BA)","201402","2º trimestre 2014","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.7
"305","6","Município","2927408","Salvador (BA)","201402","2º trimestre 2014","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.5
"306","6","Município","2927408","Salvador (BA)","201402","2º trimestre 2014","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",40.5
"307","6","Município","2927408","Salvador (BA)","201402","2º trimestre 2014","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",40
"308","6","Município","2927408","Salvador (BA)","201402","2º trimestre 2014","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",41.3
"309","6","Município","2927408","Salvador (BA)","201402","2º trimestre 2014","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",40.2
"310","6","Município","2927408","Salvador (BA)","201402","2º trimestre 2014","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1
"311","6","Município","2927408","Salvador (BA)","201402","2º trimestre 2014","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",1.5
"312","6","Município","2927408","Salvador (BA)","201402","2º trimestre 2014","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.7
"313","6","Município","2927408","Salvador (BA)","201402","2º trimestre 2014","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.2
"314","6","Município","2927408","Salvador (BA)","201402","2º trimestre 2014","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",39.4
"315","6","Município","2927408","Salvador (BA)","201402","2º trimestre 2014","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",39.1
"316","6","Município","2927408","Salvador (BA)","201402","2º trimestre 2014","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",39.8
"317","6","Município","2927408","Salvador (BA)","201402","2º trimestre 2014","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",39.3
"318","6","Município","2927408","Salvador (BA)","201402","2º trimestre 2014","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.1
"319","6","Município","2927408","Salvador (BA)","201402","2º trimestre 2014","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",1.6
"320","6","Município","2927408","Salvador (BA)","201402","2º trimestre 2014","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.8
"321","6","Município","2927408","Salvador (BA)","201402","2º trimestre 2014","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.5
"322","6","Município","2927408","Salvador (BA)","201403","3º trimestre 2014","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",39.7
"323","6","Município","2927408","Salvador (BA)","201403","3º trimestre 2014","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",39.9
"324","6","Município","2927408","Salvador (BA)","201403","3º trimestre 2014","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",40.5
"325","6","Município","2927408","Salvador (BA)","201403","3º trimestre 2014","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",39.3
"326","6","Município","2927408","Salvador (BA)","201403","3º trimestre 2014","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1
"327","6","Município","2927408","Salvador (BA)","201403","3º trimestre 2014","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",1.6
"328","6","Município","2927408","Salvador (BA)","201403","3º trimestre 2014","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.6
"329","6","Município","2927408","Salvador (BA)","201403","3º trimestre 2014","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.3
"330","6","Município","2927408","Salvador (BA)","201403","3º trimestre 2014","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",38.1
"331","6","Município","2927408","Salvador (BA)","201403","3º trimestre 2014","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",38
"332","6","Município","2927408","Salvador (BA)","201403","3º trimestre 2014","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",39.4
"333","6","Município","2927408","Salvador (BA)","201403","3º trimestre 2014","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",37.4
"334","6","Município","2927408","Salvador (BA)","201403","3º trimestre 2014","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.2
"335","6","Município","2927408","Salvador (BA)","201403","3º trimestre 2014","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.2
